#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA12	TGM1	9606.ENSP00000272895	9606.ENSP00000206765	0	0	0	0	0.079	0	0	0.951	0.952
FOSB	NR4A3	9606.ENSP00000245919	9606.ENSP00000482027	0	0	0	0	0.464	0.068	0	0.513	0.736
FOSB	NR4A2	9606.ENSP00000245919	9606.ENSP00000344479	0	0	0	0	0.689	0.068	0	0.692	0.903
FOSB	NR4A1	9606.ENSP00000245919	9606.ENSP00000440864	0	0	0	0	0.632	0.068	0	0.750	0.907
FOXE1	PAX8	9606.ENSP00000364265	9606.ENSP00000263334	0	0	0	0	0.057	0	0	0.939	0.940
FRAS1	ITGA8	9606.ENSP00000422834	9606.ENSP00000367316	0	0	0	0	0.080	0	0.900	0.405	0.940
FRAS1	NPNT	9606.ENSP00000422834	9606.ENSP00000389252	0	0	0	0	0.079	0	0.800	0.349	0.869
FXYD1	TAC1	9606.ENSP00000481244	9606.ENSP00000321106	0	0	0	0	0.078	0	0	0.746	0.756
GDF15	TGFBR2	9606.ENSP00000252809	9606.ENSP00000351905	0	0	0	0	0.048	0.126	0.900	0.580	0.960
GDNF	HBEGF	9606.ENSP00000409007	9606.ENSP00000230990	0	0	0.394	0	0.044	0	0	0.557	0.720
GDNF	GFRA3	9606.ENSP00000409007	9606.ENSP00000274721	0	0	0	0	0	0.645	0.400	0.990	0.997
GDNF	SOX2	9606.ENSP00000409007	9606.ENSP00000323588	0	0	0	0	0	0	0	0.719	0.719
GDNF	NTRK3	9606.ENSP00000409007	9606.ENSP00000354207	0	0	0	0	0.042	0	0	0.972	0.972
GHR	SOCS3	9606.ENSP00000483403	9606.ENSP00000330341	0	0	0	0	0	0.294	0.500	0.609	0.850
GHR	IL6	9606.ENSP00000483403	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.314	0.749
GHR	SOCS2	9606.ENSP00000483403	9606.ENSP00000481249	0	0	0	0	0.056	0.736	0.500	0.952	0.993
GIMAP1	GIMAP6	9606.ENSP00000302833	9606.ENSP00000479580	0	0	0.106	0.867	0.689	0	0	0.428	0.827
GIMAP1	GIMAP7	9606.ENSP00000302833	9606.ENSP00000315474	0	0	0.109	0.858	0.795	0	0	0.160	0.833
GIMAP1	GIMAP8	9606.ENSP00000302833	9606.ENSP00000305107	0	0	0.117	0.826	0.800	0	0	0.447	0.893
GIMAP6	GIMAP8	9606.ENSP00000479580	9606.ENSP00000305107	0	0	0.139	0.764	0.826	0	0	0.467	0.913
GIMAP6	GIMAP7	9606.ENSP00000479580	9606.ENSP00000315474	0	0	0.114	0.843	0.795	0	0	0.436	0.888
GIMAP7	GIMAP8	9606.ENSP00000315474	9606.ENSP00000305107	0	0	0.118	0.799	0.795	0	0	0.469	0.895
GINS1	GINS2	9606.ENSP00000262460	9606.ENSP00000253462	0	0	0	0	0.701	0.999	0.800	0.998	0.999
GINS1	UBE2C	9606.ENSP00000262460	9606.ENSP00000348838	0	0	0	0	0.384	0	0	0.534	0.701
GINS1	RRM2	9606.ENSP00000262460	9606.ENSP00000353770	0	0	0	0	0.614	0	0	0.551	0.819
GINS1	ZWINT	9606.ENSP00000262460	9606.ENSP00000363055	0	0	0	0	0.768	0	0	0.376	0.849
GINS2	TOP2A	9606.ENSP00000253462	9606.ENSP00000411532	0	0	0	0	0.600	0	0	0.306	0.711
GINS2	TYMS	9606.ENSP00000253462	9606.ENSP00000315644	0	0	0	0	0.605	0	0	0.376	0.743
GJB2	GJB6	9606.ENSP00000372295	9606.ENSP00000494468	0	0	0.051	0.978	0.261	0	0.360	0.981	0.990
GNG11	PLCB4	9606.ENSP00000248564	9606.ENSP00000367762	0	0	0	0	0	0	0.650	0.188	0.703
GNG11	NMU	9606.ENSP00000248564	9606.ENSP00000264218	0	0	0	0	0	0	0.500	0.446	0.711
GNLY	GZMB	9606.ENSP00000436423	9606.ENSP00000216341	0	0	0	0	0.799	0	0	0.977	0.995
GNLY	NKG7	9606.ENSP00000436423	9606.ENSP00000221978	0	0	0	0	0.787	0	0	0.783	0.951
GNLY	KLRD1	9606.ENSP00000436423	9606.ENSP00000338130	0	0	0	0	0.780	0	0	0.581	0.904
GNLY	STX11	9606.ENSP00000436423	9606.ENSP00000356540	0	0	0	0	0.152	0	0	0.683	0.719
GNLY	LILRB2	9606.ENSP00000436423	9606.ENSP00000375629	0	0	0	0	0.251	0	0	0.620	0.703
GNLY	PRF1	9606.ENSP00000436423	9606.ENSP00000398568	0	0	0	0	0.869	0	0	0.998	0.999
GNLY	KLRF1	9606.ENSP00000436423	9606.ENSP00000483713	0	0	0	0	0.525	0	0	0.484	0.744
GOLM1	GPC3	9606.ENSP00000373364	9606.ENSP00000377836	0	0	0	0	0	0	0	0.736	0.736
GPC3	SALL4	9606.ENSP00000377836	9606.ENSP00000217086	0	0	0	0	0.120	0	0	0.705	0.729
GPC3	HS6ST2	9606.ENSP00000377836	9606.ENSP00000429473	0	0	0	0	0.122	0	0.400	0.568	0.752
GPD1	PLPP2	9606.ENSP00000301149	9606.ENSP00000329697	0.042	0	0	0	0.056	0	0.800	0.271	0.850
GPER1	NMU	9606.ENSP00000380281	9606.ENSP00000264218	0	0	0	0	0.047	0	0.500	0.435	0.707
GPIHBP1	LPL	9606.ENSP00000480053	9606.ENSP00000497642	0	0	0	0	0.122	0.966	0.700	0.998	0.999
GPR37	SSTR1	9606.ENSP00000306449	9606.ENSP00000267377	0	0	0	0.581	0.084	0	0.500	0.400	0.701
GPR37	SNCA	9606.ENSP00000306449	9606.ENSP00000500990	0	0	0	0	0.126	0	0	0.781	0.800
GPT2	PSAT1	9606.ENSP00000345282	9606.ENSP00000365773	0.061	0	0	0	0.360	0.090	0	0.555	0.724
GPX3	SOD1	9606.ENSP00000373477	9606.ENSP00000270142	0	0	0	0	0.126	0.088	0.301	0.821	0.887
GPX3	NQO1	9606.ENSP00000373477	9606.ENSP00000319788	0	0	0	0	0.044	0	0	0.732	0.733
GPX3	GSTM3	9606.ENSP00000373477	9606.ENSP00000354357	0	0	0	0	0.111	0	0.650	0.419	0.803
GPX3	XDH	9606.ENSP00000373477	9606.ENSP00000368727	0	0	0	0	0.044	0	0	0.880	0.881
GPX3	IL6	9606.ENSP00000373477	9606.ENSP00000385675	0	0	0	0	0.044	0	0	0.732	0.733
GPX3	MGST1	9606.ENSP00000373477	9606.ENSP00000379512	0	0	0	0	0.075	0	0.650	0.398	0.788
GPX3	GSTP1	9606.ENSP00000373477	9606.ENSP00000381607	0	0	0	0	0.078	0	0.650	0.545	0.840
GREM1	SCG5	9606.ENSP00000498748	9606.ENSP00000300175	0	0	0	0	0.127	0	0	0.738	0.761
GRIA1	SYN2	9606.ENSP00000428994	9606.ENSP00000480050	0	0	0	0	0.134	0	0	0.727	0.754
GSTM3	GSTP1	9606.ENSP00000354357	9606.ENSP00000381607	0	0	0	0.821	0.059	0.112	0.650	0.272	0.758
GSTM3	MGST1	9606.ENSP00000354357	9606.ENSP00000379512	0	0	0	0	0.059	0	0.650	0.475	0.812
GSTM3	GSTZ1	9606.ENSP00000354357	9606.ENSP00000451976	0	0	0	0	0.058	0.074	0.500	0.853	0.927
GSTP1	SOD1	9606.ENSP00000381607	9606.ENSP00000270142	0	0	0	0	0.107	0.164	0	0.652	0.718
GSTP1	MGMT	9606.ENSP00000381607	9606.ENSP00000302111	0	0	0	0	0.063	0	0	0.719	0.725
GSTP1	NQO1	9606.ENSP00000381607	9606.ENSP00000319788	0	0	0	0	0.087	0	0	0.714	0.728
GSTP1	RASSF1	9606.ENSP00000381607	9606.ENSP00000349547	0	0	0	0	0	0	0	0.811	0.811
GSTP1	MTHFR	9606.ENSP00000381607	9606.ENSP00000365770	0	0	0	0	0	0	0	0.725	0.725
GSTP1	MGST1	9606.ENSP00000381607	9606.ENSP00000379512	0	0	0	0	0.049	0	0.650	0.530	0.830
GSTP1	GSTZ1	9606.ENSP00000381607	9606.ENSP00000451976	0	0	0	0	0.059	0.074	0.500	0.889	0.945
GSTZ1	HGD	9606.ENSP00000451976	9606.ENSP00000283871	0.099	0	0.277	0	0.198	0	0.979	0.725	0.996
GUCY1A2	PDE5A	9606.ENSP00000282249	9606.ENSP00000347046	0	0	0	0	0.073	0.126	0.697	0.295	0.804
GUCY1A2	NOS1	9606.ENSP00000282249	9606.ENSP00000477999	0	0	0	0	0.049	0	0.900	0.151	0.912
GZMB	IL7R	9606.ENSP00000216341	9606.ENSP00000306157	0	0	0	0	0.221	0	0	0.720	0.772
GZMB	KLF2	9606.ENSP00000216341	9606.ENSP00000248071	0	0	0	0	0.138	0.045	0	0.758	0.783
GZMB	KLRD1	9606.ENSP00000216341	9606.ENSP00000338130	0	0	0	0	0.556	0.046	0	0.703	0.863
GZMB	NKG7	9606.ENSP00000216341	9606.ENSP00000221978	0	0	0	0	0.785	0	0	0.632	0.917
GZMB	PRF1	9606.ENSP00000216341	9606.ENSP00000398568	0	0	0	0	0.810	0.299	0	0.999	0.999
H2AC8	SOX2	9606.ENSP00000303373	9606.ENSP00000323588	0	0	0	0	0.045	0.800	0	0.091	0.811
HABP2	SERPIND1	9606.ENSP00000277903	9606.ENSP00000215727	0	0	0	0	0.298	0.045	0	0.738	0.809
HAS1	HYAL1	9606.ENSP00000222115	9606.ENSP00000266031	0	0	0	0	0.053	0.045	0	0.725	0.730
HBB	KLF1	9606.ENSP00000494175	9606.ENSP00000264834	0	0	0	0	0.075	0	0	0.885	0.889
HBEGF	ZBTB16	9606.ENSP00000230990	9606.ENSP00000338157	0	0	0	0	0	0.510	0	0.528	0.758
HBEGF	ST6GALNAC5	9606.ENSP00000230990	9606.ENSP00000417583	0	0	0	0	0.042	0	0	0.766	0.766
HBEGF	MMP7	9606.ENSP00000230990	9606.ENSP00000260227	0	0	0	0	0.087	0.292	0.400	0.474	0.768
HBEGF	PTGS2	9606.ENSP00000230990	9606.ENSP00000356438	0	0	0	0	0.246	0	0	0.785	0.830
HBEGF	MMP3	9606.ENSP00000230990	9606.ENSP00000299855	0	0	0	0	0	0	0.750	0.401	0.843
HBEGF	MMP9	9606.ENSP00000230990	9606.ENSP00000361405	0	0	0	0	0.067	0	0.900	0.512	0.950
HJURP	MELK	9606.ENSP00000414109	9606.ENSP00000298048	0	0	0	0	0.798	0	0	0.639	0.924
HJURP	PCLAF	9606.ENSP00000414109	9606.ENSP00000300035	0	0	0	0	0.633	0	0	0.381	0.763
HJURP	TPX2	9606.ENSP00000414109	9606.ENSP00000300403	0	0	0	0	0.813	0	0	0.447	0.892
HJURP	UBE2C	9606.ENSP00000414109	9606.ENSP00000348838	0	0	0	0	0.806	0	0	0.626	0.924
HJURP	RRM2	9606.ENSP00000414109	9606.ENSP00000353770	0	0	0	0	0.706	0	0	0.564	0.866
HJURP	NEK2	9606.ENSP00000414109	9606.ENSP00000355966	0	0	0	0	0.742	0	0	0.301	0.812
HJURP	TTK	9606.ENSP00000414109	9606.ENSP00000358813	0	0	0	0	0.801	0	0	0.660	0.929
HJURP	ZWINT	9606.ENSP00000414109	9606.ENSP00000363055	0	0	0	0	0.474	0	0	0.586	0.773
HJURP	KIF4A	9606.ENSP00000414109	9606.ENSP00000363524	0	0	0	0	0.802	0	0	0.605	0.918
HJURP	HMMR	9606.ENSP00000414109	9606.ENSP00000377492	0	0	0	0	0.780	0	0	0.471	0.878
HJURP	KIF20A	9606.ENSP00000414109	9606.ENSP00000378356	0	0	0	0	0.858	0	0	0.561	0.935
HJURP	TOP2A	9606.ENSP00000414109	9606.ENSP00000411532	0	0	0	0	0.854	0	0	0.417	0.911
HJURP	TK1	9606.ENSP00000414109	9606.ENSP00000468425	0	0	0	0	0.402	0	0	0.557	0.723
HJURP	NUSAP1	9606.ENSP00000414109	9606.ENSP00000499238	0	0	0	0	0.801	0	0	0.642	0.926
HMMR	LYVE1	9606.ENSP00000377492	9606.ENSP00000256178	0	0	0	0	0	0.091	0.500	0.703	0.853
HMMR	MELK	9606.ENSP00000377492	9606.ENSP00000298048	0	0	0	0	0.804	0.065	0	0.421	0.884
HMMR	PCLAF	9606.ENSP00000377492	9606.ENSP00000300035	0	0	0	0	0.662	0	0	0.300	0.754
HMMR	TPX2	9606.ENSP00000377492	9606.ENSP00000300403	0	0	0	0	0.799	0.328	0	0.856	0.979
HMMR	UBE2C	9606.ENSP00000377492	9606.ENSP00000348838	0	0	0	0	0.790	0.080	0	0.503	0.896
HMMR	RRM2	9606.ENSP00000377492	9606.ENSP00000353770	0	0	0	0	0.681	0.049	0	0.414	0.807
HMMR	NEK2	9606.ENSP00000377492	9606.ENSP00000355966	0	0	0	0	0.779	0.043	0	0.436	0.870
HMMR	TTK	9606.ENSP00000377492	9606.ENSP00000358813	0	0	0	0	0.798	0.099	0	0.401	0.881
HMMR	ZWINT	9606.ENSP00000377492	9606.ENSP00000363055	0	0	0	0	0.772	0	0	0.543	0.891
HMMR	KIF4A	9606.ENSP00000377492	9606.ENSP00000363524	0	0	0	0	0.797	0.091	0	0.388	0.877
HMMR	HYAL2	9606.ENSP00000377492	9606.ENSP00000401853	0	0	0	0	0.046	0.102	0.500	0.730	0.868
HMMR	NUSAP1	9606.ENSP00000377492	9606.ENSP00000499238	0	0	0	0	0.797	0	0	0.511	0.896
HMMR	TOP2A	9606.ENSP00000377492	9606.ENSP00000411532	0	0	0	0	0.798	0.046	0	0.534	0.902
HMMR	KIF20A	9606.ENSP00000377492	9606.ENSP00000378356	0	0	0	0	0.819	0.045	0	0.519	0.909
HSD17B6	SRD5A1	9606.ENSP00000451406	9606.ENSP00000274192	0	0	0	0	0.074	0	0.900	0.770	0.976
HYAL2	LYVE1	9606.ENSP00000401853	9606.ENSP00000256178	0	0	0	0	0.054	0.079	0.500	0.458	0.732
IBSP	ITGA1	9606.ENSP00000226284	9606.ENSP00000282588	0	0	0	0	0.049	0	0.650	0.189	0.706
IBSP	MMP3	9606.ENSP00000226284	9606.ENSP00000299855	0	0	0	0	0.071	0	0	0.920	0.922
IBSP	MMP9	9606.ENSP00000226284	9606.ENSP00000361405	0	0	0	0	0.099	0	0	0.924	0.928
IBSP	SPARC	9606.ENSP00000226284	9606.ENSP00000231061	0	0	0	0	0.068	0	0	0.929	0.931
IBSP	SPP1	9606.ENSP00000226284	9606.ENSP00000378517	0	0	0	0	0.108	0	0	0.990	0.991
IGF2BP3	KIF20A	9606.ENSP00000258729	9606.ENSP00000378356	0	0	0	0	0.189	0.292	0	0.542	0.714
IL1RL1	IL7R	9606.ENSP00000233954	9606.ENSP00000306157	0	0	0	0	0.049	0	0	0.725	0.727
IL1RL1	IL33	9606.ENSP00000233954	9606.ENSP00000370842	0	0	0	0	0.086	0.963	0.900	0.999	0.999
IL33	IL37	9606.ENSP00000370842	9606.ENSP00000263326	0	0	0	0	0.068	0	0	0.697	0.705
IL33	IL6	9606.ENSP00000370842	9606.ENSP00000385675	0	0	0	0	0.068	0	0	0.793	0.798
IL6	MIF	9606.ENSP00000385675	9606.ENSP00000215754	0	0	0	0	0.043	0	0	0.708	0.708
IL6	KRAS	9606.ENSP00000385675	9606.ENSP00000256078	0	0	0	0	0.059	0	0	0.820	0.823
IL6	MMP13	9606.ENSP00000385675	9606.ENSP00000260302	0	0	0	0	0.091	0	0	0.743	0.757
IL6	VWF	9606.ENSP00000385675	9606.ENSP00000261405	0	0	0	0	0	0	0	0.716	0.716
IL6	MAP3K8	9606.ENSP00000385675	9606.ENSP00000263056	0	0	0	0	0.213	0	0	0.713	0.764
IL6	PTX3	9606.ENSP00000385675	9606.ENSP00000295927	0	0	0	0	0.297	0	0	0.736	0.806
IL6	MMP3	9606.ENSP00000385675	9606.ENSP00000299855	0	0	0	0	0.160	0	0.400	0.795	0.887
IL6	IL7R	9606.ENSP00000385675	9606.ENSP00000306157	0	0	0	0	0.109	0	0.650	0.753	0.916
IL6	MET	9606.ENSP00000385675	9606.ENSP00000317272	0	0	0	0	0.067	0	0	0.852	0.856
IL6	MMP1	9606.ENSP00000385675	9606.ENSP00000322788	0	0	0	0	0.169	0	0.400	0.731	0.854
IL6	SOCS3	9606.ENSP00000385675	9606.ENSP00000330341	0	0	0	0	0.236	0	0.500	0.874	0.947
IL6	SELE	9606.ENSP00000385675	9606.ENSP00000331736	0	0	0	0	0.272	0	0	0.848	0.884
IL6	PTGS2	9606.ENSP00000385675	9606.ENSP00000356438	0	0	0	0	0.484	0	0	0.926	0.960
IL6	MMP9	9606.ENSP00000385675	9606.ENSP00000361405	0	0	0	0	0.106	0	0.400	0.930	0.959
IL6	TEK	9606.ENSP00000385675	9606.ENSP00000369375	0	0	0	0	0.071	0	0	0.717	0.726
IL6	SPP1	9606.ENSP00000385675	9606.ENSP00000378517	0	0	0	0	0.048	0	0	0.747	0.748
IL6	LPL	9606.ENSP00000385675	9606.ENSP00000497642	0	0	0	0	0	0	0	0.707	0.707
IL6	PECAM1	9606.ENSP00000385675	9606.ENSP00000457421	0	0	0	0	0.042	0	0	0.709	0.709
IL6	MYC	9606.ENSP00000385675	9606.ENSP00000478887	0	0	0	0	0.129	0	0	0.702	0.730
IL6	MMP12	9606.ENSP00000385675	9606.ENSP00000458585	0	0	0	0	0.127	0	0	0.718	0.743
IL6	LIFR	9606.ENSP00000385675	9606.ENSP00000398368	0	0	0	0	0.049	0	0.650	0.879	0.956
IL7R	PRF1	9606.ENSP00000306157	9606.ENSP00000398568	0	0	0	0	0.184	0	0	0.663	0.713
ITGA1	VWF	9606.ENSP00000282588	9606.ENSP00000261405	0	0	0	0.549	0.089	0	0.650	0.152	0.706
ITGA1	THBS2	9606.ENSP00000282588	9606.ENSP00000355751	0	0	0	0	0.072	0.045	0.650	0.206	0.720
ITGA1	LAMA3	9606.ENSP00000282588	9606.ENSP00000324532	0	0	0	0	0.052	0.071	0.650	0.275	0.746
ITGA1	SPP1	9606.ENSP00000282588	9606.ENSP00000378517	0	0	0	0	0.065	0	0.650	0.290	0.747
ITGA1	ITGA8	9606.ENSP00000282588	9606.ENSP00000367316	0	0	0	0.594	0.130	0	0.720	0.228	0.795
ITGA8	VWF	9606.ENSP00000367316	9606.ENSP00000261405	0	0	0	0	0.092	0	0.650	0.155	0.708
ITGA8	LAMA3	9606.ENSP00000367316	9606.ENSP00000324532	0	0	0	0	0.054	0.100	0.650	0.437	0.810
ITGA8	THBS2	9606.ENSP00000367316	9606.ENSP00000355751	0	0	0	0	0.072	0.054	0.650	0.263	0.743
ITGA8	SPP1	9606.ENSP00000367316	9606.ENSP00000378517	0	0	0	0	0.074	0	0.650	0.728	0.904
ITGA8	NPNT	9606.ENSP00000367316	9606.ENSP00000389252	0	0	0	0	0.127	0.295	0.900	0.995	0.999
KCNK3	KCNK5	9606.ENSP00000306275	9606.ENSP00000352527	0	0	0	0.674	0.086	0	0.500	0.626	0.814
KCNK3	S100A10	9606.ENSP00000306275	9606.ENSP00000357801	0	0	0	0	0	0.292	0	0.943	0.957
KIF20A	MELK	9606.ENSP00000378356	9606.ENSP00000298048	0	0	0	0	0.842	0	0	0.571	0.929
KIF20A	PCLAF	9606.ENSP00000378356	9606.ENSP00000300035	0	0	0	0	0.673	0	0	0.489	0.826
KIF20A	TPX2	9606.ENSP00000378356	9606.ENSP00000300403	0	0	0	0	0.865	0.292	0	0.734	0.972
KIF20A	UBE2C	9606.ENSP00000378356	9606.ENSP00000348838	0	0	0	0	0.862	0	0	0.728	0.961
KIF20A	RRM2	9606.ENSP00000378356	9606.ENSP00000353770	0	0	0	0	0.814	0	0	0.665	0.935
KIF20A	NEK2	9606.ENSP00000378356	9606.ENSP00000355966	0	0	0	0	0.847	0	0	0.677	0.948
KIF20A	TTK	9606.ENSP00000378356	9606.ENSP00000358813	0	0	0	0	0.846	0	0	0.521	0.923
KIF20A	ZWINT	9606.ENSP00000378356	9606.ENSP00000363055	0	0	0	0	0.652	0	0	0.689	0.887
KIF20A	KIF4A	9606.ENSP00000378356	9606.ENSP00000363524	0	0	0	0.581	0.922	0.067	0.400	0.854	0.992
KIF20A	UHRF1	9606.ENSP00000378356	9606.ENSP00000479617	0	0	0	0	0.557	0.051	0	0.484	0.764
KIF20A	TK1	9606.ENSP00000378356	9606.ENSP00000468425	0	0	0	0	0.481	0	0	0.614	0.791
KIF20A	NUSAP1	9606.ENSP00000378356	9606.ENSP00000499238	0	0	0	0	0.839	0.292	0	0.645	0.956
KIF20A	TOP2A	9606.ENSP00000378356	9606.ENSP00000411532	0	0	0	0	0.866	0.292	0	0.750	0.974
KIF4A	MELK	9606.ENSP00000363524	9606.ENSP00000298048	0	0	0	0	0.863	0	0	0.750	0.964
KIF4A	TPX2	9606.ENSP00000363524	9606.ENSP00000300403	0	0	0	0	0.861	0	0	0.764	0.965
KIF4A	UBE2C	9606.ENSP00000363524	9606.ENSP00000348838	0	0	0	0	0.746	0.070	0	0.632	0.905
KIF4A	RRM2	9606.ENSP00000363524	9606.ENSP00000353770	0	0	0	0	0.804	0	0	0.642	0.927
KIF4A	NEK2	9606.ENSP00000363524	9606.ENSP00000355966	0	0	0	0	0.649	0	0	0.611	0.858
KIF4A	TTK	9606.ENSP00000363524	9606.ENSP00000358813	0	0	0	0	0.856	0	0	0.475	0.921
KIF4A	ZWINT	9606.ENSP00000363524	9606.ENSP00000363055	0	0	0	0	0.745	0	0	0.430	0.848
KIF4A	TK1	9606.ENSP00000363524	9606.ENSP00000468425	0	0	0	0	0.521	0	0	0.436	0.718
KIF4A	TOP2A	9606.ENSP00000363524	9606.ENSP00000411532	0	0	0	0	0.825	0	0	0.537	0.915
KIF4A	NUSAP1	9606.ENSP00000363524	9606.ENSP00000499238	0	0	0	0	0.826	0	0	0.581	0.924
KISS1R	PROK2	9606.ENSP00000234371	9606.ENSP00000295619	0	0	0	0	0.060	0	0.500	0.841	0.918
KLF1	LDB2	9606.ENSP00000264834	9606.ENSP00000306772	0	0	0	0	0	0.089	0	0.792	0.802
KLF1	TAL1	9606.ENSP00000264834	9606.ENSP00000294339	0	0	0	0	0.290	0.070	0	0.901	0.928
KLF2	MYC	9606.ENSP00000248071	9606.ENSP00000478887	0	0	0	0	0.063	0.294	0	0.692	0.779
KLF2	SOX2	9606.ENSP00000248071	9606.ENSP00000323588	0	0	0	0	0	0.095	0	0.786	0.798
KLF2	S1PR1	9606.ENSP00000248071	9606.ENSP00000305416	0	0	0	0	0.225	0	0	0.822	0.856
KLF4	TBX3	9606.ENSP00000363804	9606.ENSP00000257566	0	0	0	0	0.067	0.054	0	0.873	0.878
KLF4	SOX2	9606.ENSP00000363804	9606.ENSP00000323588	0	0	0	0	0	0.095	0.800	0.994	0.998
KLF4	MYC	9606.ENSP00000363804	9606.ENSP00000478887	0	0	0	0	0.099	0.045	0	0.942	0.945
KLRD1	NKG7	9606.ENSP00000338130	9606.ENSP00000221978	0	0	0	0	0.787	0	0	0.580	0.907
KLRD1	KLRF1	9606.ENSP00000338130	9606.ENSP00000483713	0	0	0	0.699	0.767	0	0	0.238	0.815
KLRD1	PRF1	9606.ENSP00000338130	9606.ENSP00000398568	0	0	0	0	0.792	0.101	0	0.762	0.951
KLRF1	PRF1	9606.ENSP00000483713	9606.ENSP00000398568	0	0	0	0	0.482	0.045	0	0.507	0.734
KRAS	MLH1	9606.ENSP00000256078	9606.ENSP00000231790	0.042	0	0	0	0.044	0	0	0.868	0.868
KRAS	RUNX3	9606.ENSP00000256078	9606.ENSP00000382800	0	0	0	0	0.058	0.083	0.400	0.506	0.710
KRAS	PTGS2	9606.ENSP00000256078	9606.ENSP00000356438	0	0	0	0	0.055	0.045	0	0.713	0.718
KRAS	RASAL1	9606.ENSP00000256078	9606.ENSP00000450244	0	0	0	0	0	0.084	0.650	0.258	0.741
KRAS	PAX8	9606.ENSP00000256078	9606.ENSP00000263334	0	0	0	0	0	0	0	0.747	0.747
KRAS	NTRK3	9606.ENSP00000256078	9606.ENSP00000354207	0	0	0	0	0.074	0.110	0.500	0.481	0.757
KRAS	ROS1	9606.ENSP00000256078	9606.ENSP00000357494	0	0	0	0	0.074	0.110	0	0.846	0.862
KRAS	MYC	9606.ENSP00000256078	9606.ENSP00000478887	0	0	0	0	0.059	0.075	0	0.865	0.872
KRAS	NOS1	9606.ENSP00000256078	9606.ENSP00000477999	0	0	0	0	0	0	0.900	0.071	0.903
KRAS	PTEN	9606.ENSP00000256078	9606.ENSP00000361021	0	0	0	0	0.078	0.099	0	0.930	0.936
KRAS	MET	9606.ENSP00000256078	9606.ENSP00000317272	0	0	0	0	0.074	0.337	0.900	0.703	0.979
KRAS	RASSF1	9606.ENSP00000256078	9606.ENSP00000349547	0	0	0	0	0	0.070	0.900	0.880	0.987
KRT15	KRT6A	9606.ENSP00000377546	9606.ENSP00000369317	0	0	0.088	0.750	0.295	0.590	0	0.217	0.766
KRT6A	SPRR1A	9606.ENSP00000369317	9606.ENSP00000357751	0	0	0	0	0.478	0	0	0.474	0.713
LAMA3	MMP7	9606.ENSP00000324532	9606.ENSP00000260227	0	0	0	0	0.075	0	0.400	0.505	0.701
LDB2	TAL1	9606.ENSP00000306772	9606.ENSP00000294339	0	0	0	0	0.049	0.087	0	0.995	0.995
LGR4	RSPO1	9606.ENSP00000368516	9606.ENSP00000348944	0	0	0	0	0.056	0.977	0.900	0.996	0.999
LILRB2	MNDA	9606.ENSP00000375629	9606.ENSP00000357123	0	0	0	0	0.650	0	0	0.444	0.797
LPL	PLPP2	9606.ENSP00000497642	9606.ENSP00000329697	0	0	0	0	0	0	0.900	0.166	0.913
LRIG3	ROS1	9606.ENSP00000326759	9606.ENSP00000357494	0	0	0	0	0	0.100	0	0.724	0.740
LRRK2	SH3GL3	9606.ENSP00000298910	9606.ENSP00000320092	0	0	0	0	0	0.313	0	0.822	0.872
LRRK2	SH3GL2	9606.ENSP00000298910	9606.ENSP00000369981	0	0	0	0	0	0.524	0	0.772	0.887
LRRK2	SFN	9606.ENSP00000298910	9606.ENSP00000340989	0	0	0	0	0.082	0.970	0	0.145	0.975
LRRK2	SNCA	9606.ENSP00000298910	9606.ENSP00000500990	0	0	0	0	0.071	0.512	0	0.973	0.986
LYVE1	VWF	9606.ENSP00000256178	9606.ENSP00000261405	0	0	0	0	0.259	0.058	0	0.636	0.724
LYVE1	PECAM1	9606.ENSP00000256178	9606.ENSP00000457421	0	0	0	0	0.145	0	0	0.800	0.822
MARCO	SCGB3A2	9606.ENSP00000318916	9606.ENSP00000296694	0	0	0	0	0.048	0.322	0.700	0	0.789
MDK	PTPRB	9606.ENSP00000385451	9606.ENSP00000334928	0	0	0	0	0	0	0	0.825	0.825
MELK	UBE2T	9606.ENSP00000298048	9606.ENSP00000494957	0	0	0	0	0.511	0.079	0	0.398	0.706
MELK	TYMS	9606.ENSP00000298048	9606.ENSP00000315644	0	0	0	0	0.577	0	0	0.404	0.737
MELK	TK1	9606.ENSP00000298048	9606.ENSP00000468425	0	0	0	0	0.519	0	0	0.587	0.792
MELK	NEK2	9606.ENSP00000298048	9606.ENSP00000355966	0	0	0	0.619	0.640	0.051	0	0.522	0.822
MELK	PCLAF	9606.ENSP00000298048	9606.ENSP00000300035	0	0	0	0	0.769	0	0	0.465	0.871
MELK	ZWINT	9606.ENSP00000298048	9606.ENSP00000363055	0	0	0	0	0.777	0	0	0.584	0.903
MELK	NUSAP1	9606.ENSP00000298048	9606.ENSP00000499238	0	0	0	0	0.841	0	0	0.580	0.930
MELK	TTK	9606.ENSP00000298048	9606.ENSP00000358813	0	0	0	0.574	0.911	0	0	0.254	0.931
MELK	RRM2	9606.ENSP00000298048	9606.ENSP00000353770	0	0	0	0	0.811	0.060	0	0.656	0.933
