ID	adj.P.Val	P.Value	t	B	logFC	ORF	Chr	Chr.Strand	Chr.From	Chr.To
642394_at	4.66e-08	4.03e-09	6.0725304	10.10807	0.38221323	642394	10	+	1558888	1589093
1841_at	4.66e-08	4.03e-09	-6.0724541	10.10766	-1.35753989	1841	2	-	242266652	242263846
30844_at	4.67e-08	4.04e-09	-6.0721077	10.1058	-1.64230434	30844	15	-	39979418	39979095
10437_at	4.73e-08	4.10e-09	-6.0693905	10.09125	-2.52611127	10437	19	+	18147434	18149831
92002_at	4.73e-08	4.10e-09	6.069254	10.09051	0.85657891	92002	X	-	152506820	152506661
9939_at	4.74e-08	4.11e-09	-6.0687843	10.088	-0.79013785	9939	1	+	144219839	144222705
57181_at	4.77e-08	4.14e-09	6.0676336	10.08184	1.2434639	57181	2	+	196310121	196310619
79600_at	4.83e-08	4.20e-09	-6.0650592	10.06805	-1.19998196	79600	12	+	109563767	109569965
91683_at	4.89e-08	4.25e-09	6.0628323	10.05613	1.19081036	91683	11	+	66574447	66574807
55520_at	4.96e-08	4.31e-09	-6.0601092	10.04156	-0.80311592	55520	18	+	46767101	46768395
84085_at	5.06e-08	4.40e-09	-6.0563273	10.02132	-1.12014221	84085	6	-	146161594	146161081
8395_at	5.13e-08	4.47e-09	6.0538175	10.0079	2.40778612	8395	9	+	70813384	70813807
10161_at	5.18e-08	4.52e-09	-6.0518409	9.99734	-1.852805	10161	13	-	47884057	47883525
25798_at	5.28e-08	4.60e-09	-6.0484181	9.97905	-1.1987491	25798	7	+	97749659	97758640
51400_at	5.38e-08	4.69e-09	6.0448084	9.95977	0.7895076	51400	11	+	73642801	73643319
252983_at	5.40e-08	4.71e-09	-6.0439988	9.95544	-0.64465814	252983	17	+	50594839	50596342
9743_at	5.41e-08	4.73e-09	6.0433764	9.95212	1.70816212	9743	11	-	128344501	128343155
7405_at	5.41e-08	4.73e-09	6.0432898	9.95166	0.82778416	7405	11	+	75530740	75531259
9738_at	5.43e-08	4.75e-09	6.042661	9.9483	1.36693382	9738	16	+	19471645	19472066
3098_at	5.56e-08	4.86e-09	6.0383017	9.92503	0.99864754	3098	10	+	70831072	70831571
1017_at	5.57e-08	4.87e-09	-6.0379102	9.92294	-1.2471745	1017	12	+	54648890	54652731
23321_at	5.65e-08	4.95e-09	6.034962	9.90722	1.44355489	23321	4	+	154416497	154479847
5775_at	5.70e-08	5.00e-09	6.0332263	9.89796	1.63148931	5775	2	+	120436687	120441941
23508_at	5.71e-08	5.01e-09	6.0330318	9.89692	0.96850961	23508	14	+	70208237	70211796
3320_at	5.71e-08	5.01e-09	6.032881	9.89612	0.69357763	3320	14	-	101622130	101617166
23092_at	5.77e-08	5.07e-09	6.0306254	9.88409	1.2520846	23092	5	+	142573811	142588272
4135_at	5.77e-08	5.07e-09	6.0305756	9.88383	0.96220474	4135	11	-	74994380	74975611
374443_at	5.77e-08	5.08e-09	-6.0305442	9.88366	-0.81268257	374443	12	+	9697548	9701602
145853_at	5.79e-08	5.10e-09	6.0296014	9.87864	1.00560434	145853	15	+	65605822	65605955
7852_at	5.81e-08	5.11e-09	-6.029126	9.8761	-2.77992537	7852	2	-	136589481	136588441
8398_at	5.81e-08	5.12e-09	6.0288475	9.87462	0.90039084	8398	22	-	36838143	36837492
51148_at	5.82e-08	5.14e-09	6.0283078	9.87174	1.5572914	51148	9	+	130239009	130239347
51056_at	5.83e-08	5.14e-09	-6.0281429	9.87086	-1.46821073	51056	4	+	17218133	17218642
6472_at	5.92e-08	5.23e-09	-6.0252052	9.85521	-1.37019544	6472	12	+	55914062	55914939
51135_at	5.92e-08	5.23e-09	-6.0249824	9.85402	-0.88628994	51135	12	+	42467597	42468030
203111_at	5.95e-08	5.26e-09	6.0239983	9.84878	0.18277058	203111	8	+	99171228	99174942
57205_at	5.98e-08	5.29e-09	-6.0228667	9.84276	-1.47505884	57205	4	+	47289081	47289503
339263_at	5.99e-08	5.31e-09	6.0224005	9.84027	0.5387625	339263	17	-	21377021	21374699
57451_at	6.01e-08	5.33e-09	6.0217267	9.83669	3.22112961	57451	5	+	167623148	167623468
29927_at	6.09e-08	5.40e-09	-6.0191004	9.8227	-1.48583067	29927	3	+	129269017	129273136
79957_at	6.11e-08	5.42e-09	6.0186116	9.8201	2.14733438	79957	1	-	154480329	154479965
81688_at	6.11e-08	5.42e-09	-6.0184955	9.81948	-0.75959471	81688	6	-	24827258	24813158
10384_at	6.19e-08	5.50e-09	-6.0159809	9.8061	-1.80664964	10384	6	+	26561056	26561559
118429_at	6.19e-08	5.50e-09	-6.0159373	9.80587	-1.78591205	118429	4	-	81194459	81045886
6188_at	6.23e-08	5.54e-09	-6.0144146	9.79777	-0.81972036	6188	11	+	74792750	74794337
439949_at	6.24e-08	5.55e-09	6.0141364	9.79629	1.55879298	439949	10	+	6666012	6666413
794_at	6.24e-08	5.56e-09	6.0139774	9.79544	1.94053217	794	16	+	69981253	69981694
10713_at	6.26e-08	5.58e-09	-6.0132609	9.79163	-0.5490983	10713	2	+	85728578	85729764
55321_at	6.34e-08	5.65e-09	6.0108942	9.77905	0.93174095	55321	20	-	1109790	1109262
57180_at	6.37e-08	5.69e-09	6.0097934	9.7732	1.3196149	57180	7	+	152182510	152183323
51104_at	6.47e-08	5.78e-09	6.0068139	9.75736	1.08231958	51104	9	-	73679356	73667250
4521_at	6.49e-08	5.80e-09	-6.0062121	9.75416	-1.35861107	4521	7	+	2256031	2257237
57537_at	6.49e-08	5.80e-09	6.0060142	9.75311	1.43595241	57537	4	+	7794927	7795364
130162_at	6.52e-08	5.83e-09	-6.0052735	9.74917	-1.33272363	130162	2	-	55261184	55256386
348938_at	6.54e-08	5.86e-09	6.0043307	9.74416	0.74895396	348938	5	+	156833717	156834246
23604_at	6.69e-08	5.99e-09	6.000185	9.72215	0.53840249	23604	15	-	61987627	61986319
58191_at	6.74e-08	6.04e-09	-5.9987244	9.71439	-1.93648172	58191	17	-	4583894	4583647
4439_at	6.77e-08	6.08e-09	-5.9976823	9.70886	-1.47844564	4439	6	+	31837581	31838242
442171_at	6.83e-08	6.13e-09	-5.9961628	9.70079	-0.93628033	442171	6	+	27287045	27287582
51239_at	6.85e-08	6.15e-09	5.9953516	9.69649	1.0418578	51239	2	-	96882992	96877617
9349_at	6.87e-08	6.18e-09	-5.9946479	9.69276	-0.75242297	9349	17	-	34262850	34262420
200894_at	6.89e-08	6.19e-09	-5.9941935	9.69034	-1.06688489	200894	3	+	95256237	95256628
55450_at	6.89e-08	6.20e-09	5.9938956	9.68876	2.44396599	55450	1	-	20684446	20684417
2120_at	6.92e-08	6.23e-09	-5.993205	9.6851	-0.98604335	2120	12	+	11694294	11939417
83439_at	7.12e-08	6.41e-09	-5.9878139	9.65651	-1.91924238	83439	2	+	85390511	85390906
7360_at	7.16e-08	6.45e-09	5.9867134	9.65068	1.28332365	7360	2	+	63968122	63971947
11160_at	7.24e-08	6.53e-09	-5.9845551	9.63924	-0.99525672	11160	8	+	37722684	37733990
84895_at	7.24e-08	6.53e-09	5.9844219	9.63853	0.693957	84895	9	+	130872522	130874106
1655_at	7.28e-08	6.57e-09	-5.9832987	9.63258	-0.59890957	1655	17	-	59926732	59926332
1281_at	7.30e-08	6.60e-09	-5.98263	9.62904	-4.97446597	1281	2	+	189583236	189585673
10444_at	7.33e-08	6.62e-09	5.9818226	9.62476	0.66080131	10444	9	-	130556033	130531924
814_at	7.33e-08	6.63e-09	5.9815887	9.62352	0.95364495	814	5	+	110846499	110848099
10970_at	7.37e-08	6.67e-09	-5.9804917	9.61771	-1.14171666	10970	12	-	105157101	105155952
4204_at	7.47e-08	6.77e-09	5.9777834	9.60337	0.66726719	4204	X	-	152949446	152940533
5803_at	7.52e-08	6.82e-09	-5.9765404	9.59679	-2.21146262	5803	7	+	121488914	121489247
25865_at	7.54e-08	6.84e-09	-5.9760722	9.59431	-1.24528775	25865	19	-	51873566	51869432
390354_at	7.54e-08	6.84e-09	-5.9758361	9.59306	-0.90600393	390354	12	+	103183223	103183228
10635_at	7.65e-08	6.95e-09	-5.9731433	9.57881	-2.35116054	10635	12	+	4538938	4539351
7419_at	7.68e-08	6.98e-09	5.9723397	9.57456	0.680426	7419	8	+	42378616	42382515
84269_at	7.72e-08	7.02e-09	-5.9712234	9.56865	-0.93513358	84269	2	+	113060110	113062937
4487_at	7.94e-08	7.23e-09	-5.965857	9.54028	-1.78378328	4487	4	+	4915911	4916146
131870_at	7.97e-08	7.26e-09	5.9650559	9.53604	0.96468327	131870	3	+	132586000	132587579
492311_at	7.98e-08	7.28e-09	5.9646321	9.5338	1.45466609	492311	5	+	139486894	139488417
2335_at	8.09e-08	7.38e-09	-5.9620343	9.52007	-2.08191481	2335	2	-	215993711	215934044
10420_at	8.12e-08	7.41e-09	5.9613328	9.51637	1.10301028	10420	1	-	45582576	45582291
81533_at	8.35e-08	7.62e-09	5.9560621	9.48853	0.76760738	81533	16	-	45829386	45746828
170394_at	8.39e-08	7.66e-09	5.9551676	9.48381	0.52936156	170394	10	+	134068196	134081278
9665_at	8.58e-08	7.84e-09	5.9507873	9.46069	0.77880057	9665	16	-	15617325	15596043
7494_at	8.72e-08	7.97e-09	-5.9478059	9.44496	-1.04922629	7494	22	-	27521084	27520586
7699_at	8.89e-08	8.13e-09	-5.9441353	9.42561	-0.99254256	7699	12	+	132193485	132193985
6749_at	8.91e-08	8.15e-09	-5.9436297	9.42295	-0.77157722	6749	11	-	56854414	56850115
10309_at	9.07e-08	8.31e-09	5.9401457	9.40459	0.68597999	10309	5	-	54563232	54562758
3615_at	9.09e-08	8.33e-09	-5.9396136	9.40178	-1.36375442	3615	3	-	49037640	49036798
116362_at	9.14e-08	8.38e-09	5.9385068	9.39595	1.78266451	116362	1	+	9990278	9998636
5531_at	9.28e-08	8.52e-09	-5.9355066	9.38015	-1.05864159	5531	16	+	30003522	30004038
440508_at	9.36e-08	8.59e-09	5.9339486	9.37195	0.40705486	440508	19	+	7761325	7761834
401548_at	9.36e-08	8.60e-09	5.9338376	9.37137	1.10477707	401548	9	+	114676498	114676909
23171_at	9.42e-08	8.66e-09	5.9325033	9.36434	1.5630765	23171	3	+	32184625	32185097
8534_at	9.44e-08	8.69e-09	5.931936	9.36136	2.09180909	8534	11	-	45627531	45627105
7095_at	9.52e-08	8.77e-09	5.9303016	9.35276	0.74468423	7095	3	+	171167301	171198713
1105_at	9.57e-08	8.82e-09	-5.9291369	9.34663	-0.93876189	1105	5	-	98219868	98218854
55171_at	9.61e-08	8.86e-09	-5.9283595	9.34254	-0.95701985	55171	3	-	187747358	187746855
284346_at	9.75e-08	9.00e-09	5.9254974	9.32749	0.84574926	284346	19	+	48731611	48732023
9111_at	1.01e-07	9.37e-09	-5.9180777	9.28849	-2.17228239	9111	2	-	151840283	151835336
114792_at	1.02e-07	9.46e-09	5.9161912	9.27858	2.25891741	114792	6	+	97694770	97694936
80230_at	1.02e-07	9.46e-09	-5.9161856	9.27855	-0.76105648	80230	5	+	178967190	178969571
2353_at	1.04e-07	9.61e-09	-5.9132468	9.26312	-2.80291726	2353	14	+	74817922	74818301
54908_at	1.05e-07	9.73e-09	-5.9111055	9.25188	-1.18813979	54908	5	+	168963753	168964088
58986_at	1.06e-07	9.81e-09	-5.9095725	9.24383	-1.34094779	58986	16	-	364017	361882
26268_at	1.07e-07	9.91e-09	5.9076313	9.23365	0.65034255	26268	6	+	53065187	53072011
55601_at	1.07e-07	9.95e-09	-5.9069232	9.22993	-1.82523197	55601	4	-	169374485	169374021
865_at	1.08e-07	9.97e-09	-5.9064314	9.22735	-1.11590437	865	16	+	65628102	65692393
79712_at	1.08e-07	1.01e-08	5.904922	9.21944	0.81665737	79712	2	-	144682751	144420170
79191_at	1.09e-07	1.01e-08	-5.9038084	9.2136	-2.75600915	79191	16	-	52875676	52874746
57510_at	1.09e-07	1.01e-08	-5.9037232	9.21315	-0.87204189	57510	6	-	43600888	43598140
9889_at	1.09e-07	1.02e-08	-5.9027923	9.20827	-1.33013261	9889	22	+	48667502	48667761
196541_at	1.09e-07	1.02e-08	5.9025361	9.20693	0.59121638	196541	13	-	102136625	102136136
127281_at	1.10e-07	1.03e-08	5.9009338	9.19853	1.28586354	127281	1	+	2512332	2512691
139818_at	1.12e-07	1.04e-08	-5.8987946	9.18732	-1.23334974	139818	X	+	117560917	117703921
9185_at	1.12e-07	1.04e-08	5.8982809	9.18463	1.46401601	9185	X	+	17063305	17075585
10982_at	1.14e-07	1.06e-08	5.8949591	9.16722	0.86926002	10982	18	+	30975229	30975667
7798_at	1.16e-07	1.08e-08	5.8916625	9.14996	1.2169256	7798	1	-	23293061	23284050
57558_at	1.18e-07	1.10e-08	5.8883399	9.13257	0.74382471	57558	11	+	77602858	77603299
3113_at	1.18e-07	1.10e-08	-5.8876551	9.12899	-2.62544974	3113	6	-	33144534	33140821
90321_at	1.18e-07	1.10e-08	-5.8876495	9.12896	-1.04264837	90321	19	+	57487271	57487730
1452_at	1.18e-07	1.11e-08	-5.8872892	9.12708	-0.66542987	1452	5	-	148872856	148855077
3913_at	1.18e-07	1.11e-08	-5.8872086	9.12665	-1.84568354	3913	3	-	49134257	49133584
26999_at	1.20e-07	1.12e-08	5.8842116	9.11098	1.93331552	26999	5	+	156752431	156755127
79711_at	1.20e-07	1.13e-08	-5.8839712	9.10972	-1.21633867	79711	14	-	23720596	23719297
205327_at	1.21e-07	1.14e-08	5.8818663	9.09871	0.79958926	205327	2	+	200499804	200501129
84630_at	1.22e-07	1.14e-08	5.881079	9.0946	0.85273878	84630	6	+	43363497	43363935
90627_at	1.23e-07	1.15e-08	5.8795382	9.08654	1.29905685	90627	13	-	32575890	32575535
219539_at	1.24e-07	1.16e-08	5.8781841	9.07947	2.60093887	219539	11	-	57169641	57169193
51377_at	1.25e-07	1.18e-08	5.8759557	9.06782	0.91034431	51377	1	-	191259648	191251558
78987_at	1.25e-07	1.18e-08	5.8756928	9.06645	1.00611978	78987	3	+	9961137	9961547
90113_at	1.25e-07	1.18e-08	5.8754231	9.06504	0.55700577	90113	3	+	185434166	185442773
148014_at	1.27e-07	1.20e-08	5.8725062	9.04981	1.83093064	148014	19	-	45415827	45413830
3659_at	1.28e-07	1.21e-08	-5.8707594	9.04069	-1.80772477	3659	5	-	131847253	131846773
51132_at	1.29e-07	1.21e-08	-5.8699109	9.03626	-1.0878582	51132	X	-	73727644	73727337
55069_at	1.29e-07	1.22e-08	-5.8693986	9.03358	-1.57459384	55069	7	+	66057942	66058351
1842_at	1.29e-07	1.22e-08	-5.8688613	9.03078	-2.82659795	1842	9	-	94297933	94297450
51427_at	1.30e-07	1.23e-08	-5.8676242	9.02432	-0.83863438	51427	7	+	63788257	63808713
1620_at	1.30e-07	1.23e-08	5.8674105	9.02321	3.02107851	1620	9	-	120969295	120968780
116841_at	1.31e-07	1.24e-08	5.8667637	9.01983	0.66098731	116841	1	+	226034959	226035510
8406_at	1.33e-07	1.26e-08	-5.8625332	8.99777	-3.23508953	8406	X	-	37894007	37893591
10978_at	1.34e-07	1.26e-08	-5.8623571	8.99685	-0.79608254	10978	11	+	57185353	57185845
10769_at	1.34e-07	1.27e-08	5.8616292	8.99305	2.29563757	10769	5	-	57786039	57785588
112858_at	1.34e-07	1.27e-08	-5.861269	8.99117	-0.86895474	112858	20	-	44749223	44746506
2876_at	1.36e-07	1.29e-08	-5.8585996	8.97726	-1.18086137	2876	3	-	49369943	49369682
144699_at	1.37e-07	1.30e-08	5.8573996	8.97101	0.66184797	144699	12	-	1545941	1545431
590_at	1.37e-07	1.30e-08	-5.8571107	8.9695	-2.72275236	590	3	-	166973937	166973456
9255_at	1.38e-07	1.31e-08	-5.8556026	8.96164	-0.67696059	9255	4	+	107472309	107488980
6793_at	1.38e-07	1.31e-08	-5.8554376	8.96078	-0.96591448	6793	5	-	171403782	171403260
3181_at	1.38e-07	1.31e-08	-5.8551836	8.95946	-0.76225548	3181	7	-	26198439	26198282
129293_at	1.38e-07	1.32e-08	5.8546161	8.9565	0.53019029	129293	2	-	84904669	84902360
26064_at	1.43e-07	1.37e-08	-5.8478742	8.9214	-1.48265853	26064	5	+	34867923	34868347
5129_at	1.44e-07	1.37e-08	5.8476182	8.92007	1.74970995	5129	1	+	203768009	203768486
51162_at	1.44e-07	1.37e-08	5.8473501	8.91867	1.03569652	51162	9	+	138686310	138686855
4841_at	1.45e-07	1.38e-08	-5.8457438	8.91031	-1.22416688	4841	X	+	70434488	70437644
6520_at	1.45e-07	1.39e-08	-5.8448252	8.90553	-1.15902338	6520	11	+	62412191	62412692
8502_at	1.45e-07	1.39e-08	5.8447422	8.9051	1.85715294	8502	2	+	159207334	159246129
114815_at	1.46e-07	1.39e-08	5.8445648	8.90418	2.27872901	114815	10	-	108324183	108323686
286148_at	1.46e-07	1.40e-08	-5.8438698	8.90056	-1.03541475	286148	8	+	95872682	95873195
701_at	1.46e-07	1.40e-08	-5.8433737	8.89798	-2.73619702	701	15	+	38300085	38300564
1213_at	1.47e-07	1.41e-08	5.8425711	8.89381	0.53080085	1213	17	+	55126451	55126719
1519_at	1.48e-07	1.42e-08	-5.8411981	8.88667	-1.51090752	1519	4	-	157065683	157065348
79728_at	1.50e-07	1.44e-08	-5.8384316	8.87229	-0.80066834	79728	16	-	23526726	23522108
27124_at	1.51e-07	1.45e-08	5.8369161	8.86441	0.58029532	27124	22	+	29860162	29860633
7716_at	1.51e-07	1.45e-08	-5.8367978	8.86379	-0.93830171	7716	17	-	53406490	53403958
8945_at	1.52e-07	1.46e-08	5.8355319	8.85722	0.86199187	8945	10	+	103284550	103306906
5798_at	1.53e-07	1.47e-08	5.8347716	8.85327	2.04985521	5798	2	-	219863127	219862646
7390_at	1.56e-07	1.50e-08	5.8307019	8.83213	1.16937755	7390	10	-	127474699	127467193
163882_at	1.56e-07	1.50e-08	5.8304746	8.83095	1.10386392	163882	1	+	244877603	244897018
25777_at	1.58e-07	1.52e-08	5.8274832	8.81542	0.92073888	25777	22	-	37461237	37460722
5111_at	1.59e-07	1.53e-08	-5.8265656	8.81066	-1.34107126	5111	20	-	5044116	5043700
8664_at	1.62e-07	1.56e-08	-5.8233812	8.79413	-0.9073726	8664	22	-	35238545	35236892
158866_at	1.62e-07	1.56e-08	-5.8227203	8.7907	-1.36958255	158866	X	-	74509125	74508814
57819_at	1.65e-07	1.59e-08	-5.8197636	8.77537	-1.13359599	57819	6	-	31881865	31873462
6890_at	1.65e-07	1.59e-08	-5.8194175	8.77358	-1.56999282	6890	6	-	32921443	32921005
328_at	1.66e-07	1.60e-08	-5.8182974	8.76777	-0.96642294	328	14	+	19995112	19995622
10137_at	1.66e-07	1.60e-08	-5.8182867	8.76771	-0.8464148	10137	20	-	33703923	33700348
115123_at	1.68e-07	1.62e-08	-5.815638	8.75399	-1.99577651	115123	5	-	126233910	126233505
222537_at	1.68e-07	1.63e-08	5.8154267	8.75289	0.62740922	222537	6	-	114485375	114485182
56983_at	1.69e-07	1.63e-08	-5.8144493	8.74783	-0.91480835	56983	3	+	120694092	120696154
29119_at	1.69e-07	1.64e-08	5.8139723	8.74536	0.85522789	29119	10	-	67396470	67350045
8408_at	1.69e-07	1.64e-08	5.8137063	8.74398	0.95678476	8408	12	+	130972917	130973406
55737_at	1.69e-07	1.64e-08	5.8136886	8.74389	0.64082182	55737	16	-	45272872	45251247
1609_at	1.70e-07	1.65e-08	5.8128731	8.73966	0.62129845	1609	4	-	945543	942723
57545_at	1.70e-07	1.65e-08	-5.8128336	8.73946	-0.78664736	57545	4	+	15151636	15212114
80034_at	1.70e-07	1.65e-08	5.8128256	8.73942	2.42356066	80034	2	+	166245041	166245393
51451_at	1.70e-07	1.66e-08	5.8119766	8.73502	0.62322854	51451	16	+	25083478	25097003
57409_at	1.71e-07	1.66e-08	-5.8115376	8.73274	-0.96104103	57409	17	-	70774541	70773939
5921_at	1.71e-07	1.67e-08	5.8110071	8.73	0.69330173	5921	5	+	86722612	86723410
54946_at	1.74e-07	1.70e-08	5.8074009	8.71133	0.8129776	54946	3	-	127214236	127207982
9569_at	1.74e-07	1.70e-08	-5.8072171	8.71037	-0.78948701	9569	7	+	73643115	73654807
90592_at	1.76e-07	1.72e-08	-5.8053764	8.70085	-1.26888683	90592	19	+	11921998	11922453
11065_at	1.77e-07	1.73e-08	-5.8042657	8.6951	-2.77497092	11065	20	+	43876454	43878861
80007_at	1.77e-07	1.73e-08	5.8041961	8.69474	1.13737814	80007	10	-	124681477	124681080
22974_at	1.77e-07	1.73e-08	-5.8040426	8.69395	-2.70882155	22974	20	+	29852480	29852864
5128_at	1.79e-07	1.75e-08	5.8012943	8.67973	0.83545319	5128	12	-	95204608	95196558
25789_at	1.81e-07	1.78e-08	5.7989156	8.66743	1.38931558	25789	19	+	18592243	18592493
747_at	1.81e-07	1.78e-08	5.7988207	8.66694	0.7726334	747	11	+	61270478	61270833
23207_at	1.84e-07	1.80e-08	5.7965012	8.65495	1.05441368	23207	1	+	15933314	15933765
6629_at	1.85e-07	1.82e-08	-5.7945815	8.64503	-0.70740532	6629	20	+	16669498	16669787
1408_at	1.96e-07	1.92e-08	5.7843948	8.59243	1.31297523	1408	11	+	45860815	45861304
196500_at	1.96e-07	1.93e-08	5.783546	8.58805	0.68258839	196500	12	-	6676888	6673247
64919_at	1.97e-07	1.94e-08	5.782602	8.58318	0.98686638	64919	14	-	98710310	98705439
222223_at	2.00e-07	1.96e-08	5.7801937	8.57075	1.48269355	222223	7	-	86380263	86347329
1346_at	2.01e-07	1.98e-08	5.7786963	8.56303	2.64160976	1346	19	-	41335183	41333694
57452_at	2.03e-07	2.00e-08	5.7770333	8.55446	1.78965819	57452	14	+	68890526	68890895
9693_at	2.06e-07	2.03e-08	5.7741482	8.53959	1.26359247	9693	4	+	160470579	160500691
55127_at	2.10e-07	2.07e-08	-5.7699512	8.51797	-0.75730427	55127	1	-	234817385	234780625
54550_at	2.11e-07	2.08e-08	5.7689402	8.51276	1.38119429	54550	16	+	82593574	82593797
23193_at	2.18e-07	2.15e-08	-5.7629713	8.48204	-0.82197472	23193	11	-	62149607	62148907
79057_at	2.19e-07	2.16e-08	5.7623444	8.47882	0.40956341	79057	X	+	150620075	150620610
64927_at	2.19e-07	2.16e-08	-5.7618028	8.47603	-1.04816505	64927	15	-	97494587	97494083
27235_at	2.20e-07	2.18e-08	-5.7607383	8.47055	-1.52993898	27235	4	-	84404514	84404067
3122_at	2.22e-07	2.20e-08	-5.758806	8.46062	-2.70504052	3122	6	+	32518309	32519584
122970_at	2.24e-07	2.22e-08	5.7570118	8.45139	0.90811084	122970	14	+	73131646	73132150
1601_at	2.24e-07	2.22e-08	-5.7569627	8.45114	-1.96286089	1601	5	-	39424678	39408512
4072_at	2.27e-07	2.24e-08	5.754837	8.44021	0.85612156	4072	2	+	47460514	47467532
8522_at	2.27e-07	2.25e-08	5.7545034	8.4385	1.98303398	8522	17	-	9760588	9754681
8409_at	2.28e-07	2.26e-08	-5.7533077	8.43235	-0.79035881	8409	X	-	47403462	47396184
8772_at	2.29e-07	2.27e-08	-5.7529349	8.43044	-0.93249786	8772	11	+	69730539	69731043
50861_at	2.29e-07	2.28e-08	5.7521762	8.42654	1.23533345	50861	20	-	61745595	61741563
6949_at	2.29e-07	2.28e-08	5.7520709	8.426	0.43992673	6949	5	+	149743935	149759785
284611_at	2.32e-07	2.31e-08	5.7495188	8.41289	1.38628495	284611	1	+	108982947	108983334
50649_at	2.33e-07	2.32e-08	5.7489404	8.40992	1.52282257	50649	2	+	131517513	131521243
55245_at	2.34e-07	2.33e-08	5.7476632	8.40336	0.69904385	55245	20	-	33355236	33353899
3632_at	2.36e-07	2.35e-08	5.7461951	8.39583	1.26122297	3632	10	+	134390325	134446891
3778_at	2.37e-07	2.35e-08	5.7458217	8.39391	1.65236756	3778	10	-	78514415	78299454
91107_at	2.37e-07	2.36e-08	-5.7455052	8.39228	-1.677071	91107	17	-	71382406	71381916
10328_at	2.38e-07	2.37e-08	-5.7443108	8.38615	-0.5895187	10328	16	-	84371540	84369790
51637_at	2.38e-07	2.37e-08	-5.7442937	8.38607	-0.7303892	51637	14	+	51536201	51541115
79982_at	2.38e-07	2.38e-08	5.74405	8.38482	1.43118123	79982	4	-	101041253	101039795
55040_at	2.41e-07	2.40e-08	5.7420948	8.37478	0.59429789	55040	17	+	45974252	45975096
836_at	2.43e-07	2.43e-08	-5.7399394	8.36373	-1.38448037	836	4	-	185786399	185785956
10899_at	2.43e-07	2.43e-08	-5.7399363	8.36371	-0.43031572	10899	1	-	152216084	152213689
4294_at	2.45e-07	2.45e-08	5.7383971	8.35582	0.64752757	4294	19	+	45411808	45413101
57673_at	2.45e-07	2.46e-08	-5.7379222	8.35338	-0.85506235	57673	6	-	107493584	107493228
27348_at	2.47e-07	2.48e-08	-5.7362815	8.34497	-0.75017374	27348	9	+	131612790	131613196
25901_at	2.49e-07	2.49e-08	5.7352389	8.33963	1.07349459	25901	6	+	139155607	139156057
443_at	2.50e-07	2.51e-08	5.7339172	8.33285	3.14756724	443	17	+	3344470	3349371
24137_at	2.53e-07	2.54e-08	-5.7314799	8.32037	-2.74719752	24137	X	+	69556987	69557317
54850_at	2.54e-07	2.55e-08	-5.7308273	8.31702	-0.61159981	54850	19	-	9782414	9781988
4615_at	2.54e-07	2.55e-08	-5.7307708	8.31673	-1.75364462	4615	3	+	38158960	38159442
825_at	2.56e-07	2.58e-08	5.7288202	8.30674	2.65919371	825	15	+	40483240	40491743
148156_at	2.58e-07	2.60e-08	-5.7274214	8.29958	-1.16946435	148156	19	-	8781921	8781410
7050_at	2.60e-07	2.61e-08	-5.7261211	8.29292	-2.41307953	7050	18	+	3447805	3448296
9768_at	2.61e-07	2.63e-08	-5.7251116	8.28776	-2.63925861	9768	15	-	62456066	62444562
6950_at	2.61e-07	2.63e-08	5.7250517	8.28745	0.98040035	6950	6	-	160120787	160119527
51734_at	2.62e-07	2.64e-08	-5.7239657	8.28189	-0.71065258	51734	16	-	1928789	1928282
2743_at	2.63e-07	2.65e-08	5.7232865	8.27842	2.36243746	2743	4	+	158293391	158311732
8612_at	2.64e-07	2.66e-08	5.7225481	8.27464	1.87687607	8612	19	-	238610	232402
4869_at	2.67e-07	2.69e-08	-5.7204033	8.26367	-1.21221846	4869	5	+	170766014	170766283
3797_at	2.67e-07	2.70e-08	5.7200986	8.26211	1.4947213	3797	2	-	26004716	26003102
195827_at	2.67e-07	2.70e-08	-5.7200643	8.26193	-1.17015608	195827	9	-	98443911	98443699
10623_at	2.70e-07	2.73e-08	-5.7181388	8.25209	-0.69023905	10623	1	-	144312920	144304015
